title,artists,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
24 Songs,"playboi carti, vory","atl hip hop, plugg, pluggnb, rap",0.5500722527503967,0.36683371663093567,4.614791393280029,-7.435990333557129,0.5039160251617432,0.18491604924201965,0.16117796301841736,0.2528761923313141,0.08763903379440308,0.32378435134887695,103.47940063476562,3.293056011199951
sorry,izaya tiji,"plugg, pluggnb",0.5338042378425598,0.42589688301086426,4.417524337768555,-6.479565620422363,0.3502548336982727,0.17937029898166656,0.08076968789100647,0.1946292221546173,0.02667618915438652,0.30083101987838745,100.87150573730469,2.9949159622192383
Marry This Game (Prod. Highway & Jonny),"highway2009, highway",outlaw country,0.5882582068443298,0.4075993597507477,4.467532157897949,-7.37618350982666,0.3855038583278656,0.21272186934947968,0.18542605638504028,0.23540091514587402,0.07267910242080688,0.36541295051574707,105.76664733886719,3.203932046890259
care ft jssr,soser,,0.47272789478302,0.3455685079097748,3.8785817623138428,-6.088837623596191,0.3527166545391083,0.1695176362991333,0.11491602659225464,0.20757783949375153,0.06171061471104622,0.2850731611251831,88.00309753417969,2.8032567501068115
PASSIVE AGGRESSION FT YUNGFAZO PROD SILO,"yen @jaydeschrist, jaydes","pluggnb, sigilkore",0.532097339630127,0.43467554450035095,4.2910237312316895,-6.266732215881348,0.3550738990306854,0.17457182705402374,0.07424117624759674,0.22139938175678253,0.07392553985118866,0.2738151550292969,100.43302154541016,3.044299602508545
Security,kanye west,"chicago rap, hip hop, rap",0.5915195941925049,0.402657687664032,4.671214580535889,-7.667828559875488,0.44826841354370117,0.2338249683380127,0.19077304005622864,0.24222013354301453,0.0892447680234909,0.3639952540397644,108.58071899414062,3.4383764266967773
dead prod zeegoinxrazy,slump6s archive,,0.46339505910873413,0.3144030272960663,3.7858786582946777,-5.710715293884277,0.2811269462108612,0.1601184755563736,0.08803345263004303,0.17803099751472473,0.020309865474700928,0.2706114649772644,85.87877655029297,2.5569846630096436
AR,slime dollaz,"plugg, vapor trap",0.5114513635635376,0.3470894396305084,4.069613456726074,-6.808422088623047,0.39712151885032654,0.1724618822336197,0.12915606796741486,0.2222938984632492,0.04918068274855614,0.30627548694610596,93.55520629882812,2.904935598373413
yeaaaa remix,tana,['hyperpop francais'],0.601901650428772,0.39751577377319336,4.508806228637695,-7.6015729904174805,0.4441261291503906,0.18935342133045197,0.16469095647335052,0.2610676884651184,0.05767887458205223,0.35528504848480225,107.05125427246094,3.237791061401367
I Know,kanii,,0.524572491645813,0.3806166350841522,4.251058101654053,-6.795845985412598,0.35103338956832886,0.20087328553199768,0.12557770311832428,0.21240085363388062,0.039345383644104004,0.3075733780860901,97.6532211303711,3.0584027767181396
I See (2 Many,"jace! (@iayze), iayze",plugg,0.5670363306999207,0.3500347137451172,4.551480293273926,-7.285091400146484,0.41233929991722107,0.19375602900981903,0.14559529721736908,0.23461562395095825,0.02732880227267742,0.33531224727630615,103.08244323730469,3.102692127227783
six,slump6s,pluggnb,0.5561138391494751,0.3940214514732361,4.4940948486328125,-7.038744926452637,0.3741011917591095,0.1882270723581314,0.11956726014614105,0.2204442024230957,0.05321813002228737,0.29425936937332153,104.5067138671875,3.1248292922973633
intro,che,,0.5292905569076538,0.3058515191078186,4.178144454956055,-6.843362808227539,0.36721301078796387,0.1692700833082199,0.14321468770503998,0.22345298528671265,0.008436581119894981,0.31309717893600464,95.46467590332031,2.858107805252075
the way i see things (prod. kryptik),lil peep,"cloud rap, emo rap, lgbtq+ hip hop",0.5604023337364197,0.4043635129928589,4.5903639793396,-7.711965560913086,0.47769108414649963,0.19177499413490295,0.15006613731384277,0.2515754699707031,0.07596541941165924,0.32733774185180664,104.91629028320312,3.3103792667388916
Selfish (Prod. dcaff23),devstacks,pluggnb,0.49921169877052307,0.33646175265312195,4.040041923522949,-6.155003547668457,0.3325195610523224,0.16687239706516266,0.09078864753246307,0.18477465212345123,0.022665783762931824,0.29428422451019287,92.95939636230469,2.745286464691162
Crash Out (prod Wonder X  Codylemont),summrs,"glitchcore, plugg",0.4893081784248352,0.2932637929916382,3.828981876373291,-6.558174133300781,0.3762741982936859,0.14949841797351837,0.11993275582790375,0.22434191405773163,0.02964961528778076,0.27338457107543945,89.94434356689453,2.7392807006835938
ProPella (Prod. 3KMyDiorBag),duwap kaine,"dark plugg, pluggnb, vapor trap",0.5803161859512329,0.374677449464798,4.75720739364624,-7.539889335632324,0.4111802875995636,0.1991444230079651,0.14646892249584198,0.24804766476154327,0.016560297459363937,0.3466719388961792,107.2814712524414,3.233767509460449
Not a Love Song (prod. slop culture),slop culture,,0.5538995862007141,0.405732125043869,4.517626762390137,-7.436878204345703,0.47808602452278137,0.18771862983703613,0.12419810891151428,0.24769291281700134,0.08649751543998718,0.2979353666305542,104.56028747558594,3.273880958557129
OSAMA,texakotyler,,0.5027217864990234,0.32156381011009216,4.01470422744751,-6.587489128112793,0.36600878834724426,0.17254014313220978,0.13125570118427277,0.2070883810520172,0.017938241362571716,0.317901611328125,91.1664047241211,2.8235340118408203
Flexing ft Ken Carson,lil yachty,"atl hip hop, melodic rap, rap, trap",0.6138192415237427,0.483814537525177,4.762899398803711,-6.98013973236084,0.39023128151893616,0.2137216031551361,0.13679350912570953,0.24252872169017792,0.0639202743768692,0.33507245779037476,111.53765869140625,3.3405327796936035
Uh Uh (Mansion Musick),"playboi carti, chief keef","chicago bop, chicago drill, chicago rap, drill, hip hop, rap, trap",0.5098615884780884,0.2999178469181061,3.972590446472168,-6.567943572998047,0.36490342020988464,0.16491366922855377,0.15261657536029816,0.24044792354106903,0.04840919375419617,0.2943613529205322,92.88043212890625,2.788583278656006
Hunna Hunna Hunnas,"izaya tiji, official izaya tiji archive","pluggnb, plugg",0.5768057107925415,0.3964490294456482,4.55615234375,-7.391512870788574,0.38562116026878357,0.2136109322309494,0.14360564947128296,0.22809626162052155,0.04453258216381073,0.3424920439720154,105.82046508789062,3.2511088848114014
4AM FREESTYLE.mp3,ssgkobe,['pluggnb'],0.4884084463119507,0.37330397963523865,3.949392557144165,-5.974327087402344,0.3147912323474884,0.1661137044429779,0.09350484609603882,0.18720468878746033,0.03739135339856148,0.26739567518234253,91.33541107177734,2.766857862472534
Five Degrees,lil peep,"cloud rap, emo rap, lgbtq+ hip hop",0.5444489121437073,0.341818630695343,4.154372215270996,-6.964653968811035,0.38245970010757446,0.18511825799942017,0.1608707755804062,0.23706863820552826,0.024803340435028076,0.3455406427383423,97.03790283203125,2.9741756916046143
actors,bryalle,,0.5197370052337646,0.3281612694263458,4.19606876373291,-6.456750869750977,0.3375456929206848,0.1771024912595749,0.1037580817937851,0.20827363431453705,0.022826647385954857,0.28580430150032043,95.4998550415039,2.828174591064453
FREEBUGGA2,autumn!,"emoplugg, glitchcore, plugg, pluggnb",0.4085695743560791,0.24623245000839233,3.2042171955108643,-5.081799507141113,0.2512093782424927,0.1414269059896469,0.11270992457866669,0.16913095116615295,0.025741318240761757,0.259690523147583,72.7286605834961,2.252336025238037
FACELIFT! prod. Glokmane x Octo,"bandsxo1, bands! (@bandsxo1)",,0.3920366168022156,0.3173532485961914,3.1422512531280518,-4.541181564331055,0.24911770224571228,0.12244698405265808,0.03230429068207741,0.1586316078901291,0.06617066264152527,0.19942407310009003,71.72266387939453,2.3285422325134277
Slide Den,summrs,"glitchcore, plugg",0.48086678981781006,0.315701961517334,3.759788990020752,-5.9925689697265625,0.3086119294166565,0.16561226546764374,0.10386084020137787,0.18480972945690155,0.03870768845081329,0.27275073528289795,88.252197265625,2.6631808280944824
giving girls cocaine,lil peep,"cloud rap, emo rap, lgbtq+ hip hop",0.5579515099525452,0.3808686137199402,4.502435207366943,-7.506558418273926,0.39749181270599365,0.21917176246643066,0.18580912053585052,0.23597769439220428,0.056080710142850876,0.35373127460479736,103.19835662841797,3.243330717086792
Mont Saint Ft Summrs (Prod. Iankon),kankan,pluggnb,0.5488499999046326,0.38406556844711304,4.3952813148498535,-7.172334671020508,0.40896573662757874,0.18528097867965698,0.1315033882856369,0.22461608052253723,0.04389679431915283,0.31247419118881226,102.55398559570312,3.127828359603882
Drippin,slime dollaz,"plugg, vapor trap",0.5704869031906128,0.4181096851825714,4.774374485015869,-7.502950668334961,0.4617656469345093,0.20271754264831543,0.12668827176094055,0.2317037433385849,0.045688971877098083,0.3142280578613281,110.46760559082031,3.33601450920105
New Year (2023) prod. 8or5ti <3,duwap kaine,"dark plugg, pluggnb, vapor trap",0.5357201099395752,0.32255324721336365,4.227209568023682,-6.98618221282959,0.37990865111351013,0.17430338263511658,0.13877373933792114,0.23466216027736664,0.014422218315303326,0.31760454177856445,97.49456787109375,2.9224162101745605
frozen tundra,corbin,cloud rap,0.5144457221031189,0.3734325170516968,4.31876277923584,-7.17098331451416,0.43340638279914856,0.18036098778247833,0.12018892168998718,0.22895480692386627,0.06048324704170227,0.28920871019363403,98.32209014892578,3.1033222675323486
shhh(prod.cade),lilcandypaint,,0.5658565163612366,0.4262404441833496,4.326757431030273,-6.872687339782715,0.3743549585342407,0.1872534602880478,0.11526013910770416,0.2371894121170044,0.05928310379385948,0.3303258419036865,103.85092163085938,3.1329100131988525
Butterfly Doors [prod.Katlightning],"onlybino, onlybino!",pluggnb,0.541176974773407,0.36217546463012695,4.227910995483398,-6.963375091552734,0.3647257685661316,0.18839997053146362,0.17013470828533173,0.23403300344944,0.046491000801324844,0.34769296646118164,98.03191375732422,3.039764165878296
Locked & Loaded,lancey foux,vapor trap,0.46487733721733093,0.37059831619262695,3.916987895965576,-5.891225814819336,0.3552786409854889,0.1684672236442566,0.0695185512304306,0.1795741468667984,0.047596048563718796,0.2541726231575012,89.28607177734375,2.728694200515747
Opp Stoppa,"21 savage, ybn nahmir","alabama rap, rap, trap, vapor trap",0.5872514843940735,0.36351972818374634,4.587313175201416,-7.438196182250977,0.3934774398803711,0.1951691061258316,0.16509322822093964,0.24249489605426788,0.02640647627413273,0.34476566314697266,106.6576919555664,3.1817593574523926
Morimoto(prod Gianni X Diordaze),summrs,"glitchcore, plugg",0.546269416809082,0.34420573711395264,4.238368034362793,-7.095362663269043,0.39460641145706177,0.17463085055351257,0.14938798546791077,0.2517116367816925,0.029402822256088257,0.320776104927063,98.89288330078125,3.0335683822631836
GRAVEYARDSHIFTS (prod. bickle blanco),texakotyler,,0.46384844183921814,0.30127495527267456,3.6245627403259277,-5.920604705810547,0.32186222076416016,0.15972226858139038,0.10061962902545929,0.19016075134277344,0.029251303523778915,0.28522631525993347,82.67000579833984,2.5710625648498535
Lose my mind (prod. Maajins),lil keel,,0.5275071263313293,0.3527103066444397,4.188665866851807,-6.783576965332031,0.3788990080356598,0.17281951010227203,0.12260368466377258,0.21862930059432983,0.045004405081272125,0.3003096282482147,97.38209533691406,2.9988996982574463
In the Club (Drank in my cup),dom corleo,"dark plugg, pluggnb",0.6162699460983276,0.44465699791908264,5.051731109619141,-8.523489952087402,0.5317353010177612,0.21513448655605316,0.15911215543746948,0.27521777153015137,0.07005767524242401,0.35036224126815796,116.39540100097656,3.635714054107666
Desire,lil tracy,"['cloud rap', 'melodic rap']",0.5293288826942444,0.354966402053833,4.443606376647949,-7.392446517944336,0.43554696440696716,0.19805461168289185,0.14139854907989502,0.2396077811717987,0.06191239133477211,0.30926448106765747,100.90469360351562,3.1570851802825928
lets get it den ft. tana & zayskillz (prod. Zayskillz),vellviace (mbmvell),,0.5725713968276978,0.3617936372756958,4.281578540802002,-6.692400932312012,0.36576101183891296,0.18690428137779236,0.16786524653434753,0.230608731508255,0.0631895512342453,0.3319805860519409,101.5283432006836,3.026268243789673
iphone juggin,texakotyler,,0.5217933654785156,0.3025883436203003,4.088094711303711,-6.866853713989258,0.41435182094573975,0.15875576436519623,0.1406223177909851,0.2278694212436676,0.035655900835990906,0.2998548746109009,95.13679504394531,2.8668336868286133
Honors Bio,"e-dubble, edubble",indie pop rap,0.5297285318374634,0.34337708353996277,4.190157413482666,-6.75456428527832,0.4408421814441681,0.16662269830703735,0.15164516866207123,0.2214604914188385,0.06127540394663811,0.3362780809402466,95.79158020019531,2.970569372177124
Look What I Become (prod. Wifi),goonie,"plugg, pluggnb",0.5518944263458252,0.4172965884208679,4.433050632476807,-6.744429588317871,0.34901899099349976,0.1905849725008011,0.11684425175189972,0.206953227519989,0.04838913679122925,0.31296366453170776,102.64531707763672,3.0809826850891113
JESSE (prod. digital nas),"kanye west, digital nas","chicago rap, hip hop, rap",0.5658648610115051,0.4421815872192383,4.553044319152832,-7.268642425537109,0.4236331284046173,0.20562173426151276,0.13212533295154572,0.2351405918598175,0.07037948817014694,0.3347857594490051,106.07682037353516,3.2565977573394775
01 MANIKIN,xxxtentacion,"emo rap, miami hip hop",0.5580097436904907,0.3800073266029358,4.168313980102539,-7.007208824157715,0.3594677746295929,0.2002660483121872,0.17204123735427856,0.228485569357872,0.062122367322444916,0.34278082847595215,99.49529266357422,3.0419600009918213
Solace,earl sweatshirt,"experimental hip hop, hip hop, rap, underground hip hop",0.5923569202423096,0.42368870973587036,4.462991714477539,-7.2167510986328125,0.3686325252056122,0.2161138653755188,0.15594367682933807,0.22671586275100708,0.05847837030887604,0.3625956177711487,105.83634948730469,3.2553296089172363
kankan x summrs outta here prod goyxrd,kankan,pluggnb,0.5304805636405945,0.3495669662952423,4.219232082366943,-6.943227767944336,0.38144445419311523,0.17967815697193146,0.14941629767417908,0.2160077691078186,0.029892263934016228,0.3286151885986328,97.43612670898438,2.992072582244873
Spaceship,playboi carti,"atl hip hop, plugg, pluggnb, rap",0.5560849905014038,0.38767480850219727,4.424856185913086,-7.374600410461426,0.40926703810691833,0.20061278343200684,0.14833812415599823,0.2411353886127472,0.05139135196805,0.3362206816673279,102.12369537353516,3.196362257003784
fuk em ft. lil yachty (prod. MALIKAI * TRGC),ssgkobe,['pluggnb'],0.6046932935714722,0.42276719212532043,4.60647439956665,-7.437261581420898,0.3739776909351349,0.22172194719314575,0.15619789063930511,0.22269615530967712,0.06330010294914246,0.3637123703956604,108.61505889892578,3.3112480640411377
F12 Freestyle,slump6s,pluggnb,0.4832216799259186,0.2798902690410614,3.716047525405884,-6.116347312927246,0.3385590612888336,0.15384888648986816,0.1227886974811554,0.20010130107402802,0.01035449467599392,0.2952631115913391,84.96757507324219,2.5882279872894287
BILLIE JEAN REMIX,lagloinski,,0.5464836359024048,0.3652721643447876,4.546226978302002,-7.5099287033081055,0.4503510594367981,0.2174420952796936,0.1812126189470291,0.2547650933265686,0.08259294927120209,0.3332344889640808,103.19219970703125,3.2992799282073975
Choppalagrassa,dataroaming,,0.528536319732666,0.32110995054244995,4.237281322479248,-6.679196357727051,0.35450848937034607,0.17657789587974548,0.12647615373134613,0.20952074229717255,0.012566098012030125,0.3012378215789795,96.44927215576172,2.8843212127685547
plastik heart,tana,['hyperpop francais'],0.5327444672584534,0.34980469942092896,4.159763813018799,-6.689088821411133,0.36160022020339966,0.17807263135910034,0.13575062155723572,0.21962183713912964,0.034360744059085846,0.3211151957511902,96.22406005859375,2.901733160018921
makeup,eli juggz,['pluggnb'],0.5215085744857788,0.3339786231517792,4.14326810836792,-6.93951416015625,0.39998239278793335,0.17689107358455658,0.16282063722610474,0.24195517599582672,0.04178290814161301,0.3196623921394348,95.28663635253906,2.951904773712158
I'm Finna Love Me/Too Easy,kanye west,"chicago rap, hip hop, rap",0.5461788773536682,0.36671918630599976,4.367679595947266,-7.329803466796875,0.45159679651260376,0.17826850712299347,0.13564947247505188,0.23096345365047455,0.046477533876895905,0.3177028298377991,100.93379974365234,3.1210310459136963
GRAVE PLOT,sematary,cloud rap,0.5059801340103149,0.3265114426612854,3.9855573177337646,-6.440340042114258,0.3471085727214813,0.17994999885559082,0.14289747178554535,0.21181374788284302,0.03976423293352127,0.3106471300125122,91.75389099121094,2.826216459274292
no respect freestyle [prod. greaf],lil peep,"cloud rap, emo rap, lgbtq+ hip hop",0.538430392742157,0.37195003032684326,4.296899318695068,-7.1019287109375,0.3769508898258209,0.1983822137117386,0.14837676286697388,0.22534215450286865,0.044802188873291016,0.3426132798194885,98.91937255859375,3.077859878540039
dark knight (ft. lancey foux),"lancey foux, fimiguerrero",vapor trap,0.5427842736244202,0.3296878933906555,4.233177185058594,-7.0399627685546875,0.39338332414627075,0.18047703802585602,0.15486715734004974,0.2384117841720581,0.02231687679886818,0.32854384183883667,97.29771423339844,2.980668067932129
Hang Up Da Phone,"playboi carti, k$upreme","rap, pluggnb, plugg, atl hip hop",0.5801000595092773,0.44708919525146484,4.879283428192139,-7.961417198181152,0.487164705991745,0.21580958366394043,0.1390274316072464,0.259966105222702,0.08310725539922714,0.32727277278900146,113.78460693359375,3.519798755645752
IG Hoes,"pi’erre bourne, pierre bourne","melodic rap, vapor trap",0.4992033839225769,0.32416948676109314,4.035226345062256,-6.227350234985352,0.33691126108169556,0.17214927077293396,0.11630342900753021,0.2022836059331894,0.033426880836486816,0.28003770112991333,92.4849853515625,2.757974147796631
Black Magic,trippie redd,"melodic rap, rap",0.5952140092849731,0.41682061553001404,4.710626602172852,-7.595429420471191,0.42113396525382996,0.23019281029701233,0.17728427052497864,0.2500523328781128,0.08530433475971222,0.3455950617790222,109.14212036132812,3.4605906009674072
Run! / Run And Ya Dead,lancey foux,vapor trap,0.5454683303833008,0.3425084054470062,4.328123569488525,-7.143436431884766,0.4195946753025055,0.19978295266628265,0.16214463114738464,0.22378364205360413,0.05947747826576233,0.3439100980758667,97.81768035888672,3.0800511837005615
Cry Alone,lil peep,"cloud rap, emo rap, lgbtq+ hip hop",0.5540009140968323,0.3647354543209076,4.4034104347229,-7.178074836730957,0.423351526260376,0.17990291118621826,0.161119744181633,0.231698676943779,0.061071932315826416,0.33200913667678833,100.68317413330078,3.1423795223236084
Walk In,playboi carti,"atl hip hop, plugg, pluggnb, rap",0.4479016661643982,0.29855114221572876,3.73608136177063,-5.8461456298828125,0.30279648303985596,0.16986319422721863,0.100837841629982,0.18790379166603088,0.04312828928232193,0.26243770122528076,85.99103546142578,2.6127278804779053
Benz Truck Pt 2,"lil peep, bigheadonthebeat","emo rap, cloud rap, lgbtq+ hip hop",0.5603052973747253,0.3977717161178589,4.487219333648682,-7.297093391418457,0.4218650460243225,0.19516125321388245,0.1743926703929901,0.23750224709510803,0.07438588887453079,0.34561222791671753,104.47486114501953,3.1841235160827637
So Trife,izaya tiji,"plugg, pluggnb",0.6108583807945251,0.43997687101364136,4.658050060272217,-7.550752639770508,0.407606303691864,0.22022922337055206,0.1664375215768814,0.2360520213842392,0.07995875179767609,0.3568914532661438,110.9404296875,3.367093324661255
it might be me! [ Prod By. QuaXar ],lil playah,pluggnb,0.5070475935935974,0.295600026845932,3.890695810317993,-6.389448165893555,0.3423900306224823,0.1634647399187088,0.14655037224292755,0.21401001513004303,0.02349378541111946,0.30695271492004395,89.12818908691406,2.697650909423828
magic bity </3,lucki,plugg,0.5421324968338013,0.3935661315917969,4.323331832885742,-6.728335380554199,0.3379880487918854,0.1947421431541443,0.11266779899597168,0.21424879133701324,0.0374707356095314,0.3096137046813965,100.38153076171875,3.0694093704223633
count me out,slump6s,pluggnb,0.5595753788948059,0.34088921546936035,4.571649074554443,-7.435458183288574,0.39321598410606384,0.18774399161338806,0.15086397528648376,0.2516624927520752,0.005577651783823967,0.33080995082855225,103.47764587402344,3.1102819442749023
glöck 19 ft iayze prod mixed matches,"kidduzi, kidduzi!",,0.5300177931785583,0.32493433356285095,4.091547966003418,-6.876972198486328,0.4221474230289459,0.16828367114067078,0.14961737394332886,0.21970827877521515,0.0625593364238739,0.3313271999359131,96.21305084228516,2.9011240005493164
MIND OF DA CROOK [p. SPARKHEEM],"tony shhnow tonyshhnow, tony shhnow","dark plugg, pluggnb, plugg, vapor trap",0.5353337526321411,0.3884543478488922,4.375953197479248,-6.7724809646606445,0.3603754937648773,0.2031576931476593,0.12701548635959625,0.22197061777114868,0.04137632995843887,0.3199049234390259,99.3814926147461,3.1173713207244873
Perfect Timing (Rager),stoop lauren,,0.5530384182929993,0.3627467155456543,4.463172435760498,-6.931665420532227,0.3840997517108917,0.19342496991157532,0.12241522967815399,0.21460358798503876,0.03047424554824829,0.30820757150650024,102.64471435546875,3.058182954788208
Darkest Before Dawn prod. potentgyft,bashfortheworld,,0.5986915230751038,0.42255479097366333,4.776867866516113,-7.825874328613281,0.4362814426422119,0.21541932225227356,0.1643228679895401,0.26617351174354553,0.05686882883310318,0.34889447689056396,110.4988021850586,3.4484589099884033
Couch,earl sweatshirt,"experimental hip hop, hip hop, rap, underground hip hop",0.6168665289878845,0.41070860624313354,4.85853910446167,-8.13418960571289,0.43692195415496826,0.2431108057498932,0.1934075802564621,0.2567726969718933,0.056939125061035156,0.3778117299079895,111.55731201171875,3.522670030593872
prayer to space,lancey foux,vapor trap,0.4904519319534302,0.28373944759368896,3.6133313179016113,-5.9662628173828125,0.3230084478855133,0.1461990773677826,0.16735291481018066,0.22292104363441467,0.0434672050178051,0.31876009702682495,84.30646514892578,2.526031732559204
break the bank,"playboi carti, lil uzi vert","melodic rap, philly rap, rap",0.615741491317749,0.38884738087654114,4.840193271636963,-7.86856746673584,0.5158270001411438,0.2002490907907486,0.19740939140319824,0.2622400224208832,0.07969612628221512,0.3853321671485901,110.59333038330078,3.454273223876953
CHIEF KEEF GUCCI GANG REMIX,devstacks,pluggnb,0.5419257283210754,0.34635743498802185,4.3767571449279785,-7.076300621032715,0.473065584897995,0.1708330363035202,0.14747504889965057,0.23510701954364777,0.07116727530956268,0.3388124704360962,98.79655456542969,3.096668004989624
city,che,,0.4688750207424164,0.3091878294944763,3.744616746902466,-5.863110542297363,0.3544851541519165,0.14632156491279602,0.10610608756542206,0.1882440745830536,0.05001099407672882,0.27767041325569153,85.93583679199219,2.596423625946045
