title,track_id,artists,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,genres,lyrics,tokens,sentiment
Gang Signs (feat. ScHoolboy Q),6snYsavG9vq3C7RGN98dst,"Freddie Gibbs, ScHoolboy Q","['0Y4inQK6OespitzD6ijMwb', '5IcR3N7QB1j6KBL8eImZ8m']",0.615,0.0812,52.145,0.346,0.265,0.0,3,0.626,1,-6.142,0.611,1,"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",ridin dor dope ridin volvo dope yeahyeah volvo dope freddie gibbs  day need dope flip broke  po pimp die  play mo    killed motherfuckin self thats suicide draco rip  hopped quick double  hit  time aint new im true  mornin wake throw gang sign 1 freddie gibbs legit bad insta bunny rabbit rip bunny rabbit wrist lit mightymighty  lit   shell  shell  tell 12 suck dick 12 suck dick cutlas talk  hit diego hit dropoff tryna floss town  knocked  chain ring watch legit bad insta bunny rabbit rip bunny rabbit wrist lit freddie corleone 12 suck dick freddie gibbs  day need dope flip broke  po pimp die  play mo    killed motherfuckin self thats suicide draco rip  hopped quick double  hit  time aint new im true  mornin wake throw gang sign 2 schoolboy q  sold rap grammys  strapped im glowin cause  straight im happier yesterday bout beat homie case tear daughter face tryna help  feeling rap line   wetty baptized white man save  belt wont help waistline  die groove line goddamn right  time way crip  live     dont stop stop sign    thats fine  pop  tryin   freddie gibbs  day need dope flip broke  po pimp die  play mo    killed motherfuckin self thats suicide draco rip  hopped quick double  hit  time aint new im true  mornin wake throw gang sign freddie gibbs  yeahyeah aint new  mornin wake throw gang sign  yeahyeah aint new,669,0.07377344877344877
runway talk,7pydPE1Tqcd2hOcU0g666d,"Kahlil Blu, MAVI","['7zunzYjx0hxl0uOHl9l3aJ', '1peoXq0RPx7czVoFjloeDQ']",0.879,0.708,73.521,0.191,0.278,0.00615,4,0.696,10,-4.644,0.542,0,"chill abstract hip hop, experimental hip hop, alternative hip hop, chill abstract hip hop, indie hip hop",runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk 1 kahlil blu runway talk look walk look problem brought dropping weight im ross im runnin bos  dealing loss  cost   blu accord door pigeon man sickening  blind talkin bout vision tryna tell   listen purpose nervous  perfect thats surface cause  worth feeling bad  thought pas    tryna  past kahlil blu runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk runway talk 2 mavi man score aint keepin cause aint secret kid spent recent winter woman needy feeling wish grandma    achieve skill buildin stairway heaven bread share allegiance burnt  pot  clear  depression   snare  grab im lens flare   common sense   loaded selfdefense pant   spinning dont  old mavi ball yall feed dog mardi gras party cause waterfall turned   turned seventeen summer woman runway  woman runway im callin  runway talk    yall  need stop rapping yall stick,426,-0.13749999999999998
Brand New,5cRx0fXlwaWCkiSz9uIEpf,Kahlil Blu,['7zunzYjx0hxl0uOHl9l3aJ'],0.893,0.187,139.983,0.0298,0.367,0.00103,4,0.768,4,-4.863,0.982,0,"chill abstract hip hop, experimental hip hop",cause actin brand new brand new actin brand new time cause actin brand new brand new 1 cause actin brand new time cause  bullshit  lost    dont   fucked feel way  sun   throw shade knew   day weighin  rent paid actin brand new brand new brand new cause actin brand new time actin brand new brand new actin brand new time actin brand new 2 rock soul sock  flop dont drop probably cause    run outta stock bike block copy told stop block turned opp   dont act prop   aye brand new whip brand new glock brand new fit brand new bag brand new brand new  brand new clip thats brand new mag brand new bag thats brand new cash big bank roll im laughin til im mad big bank roll sag brand new brand new sad   brand new brand new brand new time,291,0.07512987012987006
It's Up!,2Wjq5h9QtIkcpYmKoSw3OH,UnoTheActivist,['0bZ9jANLkwEFVcSnHnwrpb'],0.411,0.0822,161.752,0.457,0.0103,0.0,4,0.861,7,-12.77,0.31,0,"melodic rap, plugg, vapor trap",dig im dedicated dig  im saying dig deadication uno killed barry bond ho gettin hit barry bond  stick bearin arm frrt  stick preparin em frrt business formal walk rarest form dig ho mama walked spot told act normal dig rip nip  blue marathon  dick startin  annoying  caught preach farrakhan  caught police getting fuckin burned dont tongue wrestling thats tongue twister dig ive honest   ima  dark mode killer come sun set slumped narco  pocket run new whip need aston   grab  end  poser ashton huh hold look getting little tired  tap skrrt playboy mastered gucci mask masquerade bein said best friend dick gangster best friend damn thought told girl lesbian im selfish  think thats think im favorite dig lil  im fuckin dick love swear savor mm ima change  r kelly cause young  going cater kelly im hangin slime  gucci  radric slatt im telling   time  come  ho line im telling   time alien  sign said  high eagle tell bird flyin drip exclusive   grailed swear  ridin thats ho run  fawn dig dior chest im playing  dig caught head middle intersection dig caught boy traffic caught lacking  dig free  free big jugg free  dig molly sand tan  catch lick fuckin breast draco keltecs double breast dig bird  fuckin nest  promise shes arrest   barry bond ho gettin hit barry bond  stick bearin arm  stick preparin em business formal walk rarest form ho mama walked,615,0.11703598484848483
O'lord! I Have My Doubts,5hWa8yLWGRjkBQDekWVElJ,$uicideboy$,['1VPmR4DJC1PlOtd0IADAO0'],0.567,0.106,110.041,0.0859,0.26,0.0,4,0.71,11,-6.066,0.0846,0,"cloud rap, dark trap, new orleans rap, underground hip hop",cherry ruby slipped roofie cream soda  piece ridin uzi ridin twoseats slide  cup inside koozie im slumped im numb swervin skrtin pump servin bump ruby da chump loosen blunt screw thats loose noose stuntin watch news making debut stuntin gettin goose juicin oven yung ooze prove im dime dozen suicidal cousin gut feelin  blade stomach dont fear god cause  bluffin ima die  day open gate nothin heaven aint option buzzard start crunchin ima  sayin ima  sayin em ima  sayin    fuckin best  truckin 2 anthony mar curb checking im whippin leopard 94 hearin voice mind heroin nose houston comin hunnid blade tahoe light tobacco rebirth scarecrow  hand pocket  xan cutthroat draco yung slenderman aint seen psycho til lil lick  pill life    time burden build,306,0.14461538461538462
Out Getting Ribs,30JUrbIq4PsRjIvDz8freE,King Krule,['4wyNyxs74Ux8UIDopNjIai'],0.403,0.383,117.241,0.0299,0.619,0.000496,4,0.509,2,-9.862,0.0838,1,uk alternative pop,blood  tongue love heart left ive leaving thought id  shot girl im black blue beaten  im beaten blue dont break away waste away dont break away 2 lay  grey hour kept bay  chance  away  escape escape  sweet taste red stair lead sense astray look seek faith girl lean   lay pull   crown  submerged doubt 3 wait   request   best blue need rest  broken  lost stop  girl dont,169,0.0861111111111111
Wish The Worst,4YxWiVc4yIgXbVF3AeZX8g,Thouxanbanfauni,['1O8X4zxUh4AdAPFttOTlLr'],0.367,0.81,150.151,0.264,0.385,0.105,4,0.486,2,-14.564,0.0699,1,"atl hip hop, cloud rap, melodic rap, plugg, vapor trap",sippin drug mud drug drug jugg jugg sippin mud mud mud mud mud mud southside 3400 boy sippin drug sippin drug mud mud holy grail runneth blaze bud blaze bud bape jewel jewel robin stud stud countin blue blue fuckin cuz cuz kickstand red red im boolin blood blood  biggest issue dont  birdie cluck cluck ho dust dust thinkin wont bust pussy   tryna stay gold gold   rust  rust catch  mil  wont  wont  goin ham hard gettin rough gettin rough chiefin  pom   bluff  learned block block boy yes man  ho claim  suck  suck dont actin stiff  need plug plug young figueroa foreign ho samoa need extra dough extra ho ban equal uhuh aint  foe aint gave cash toe cause  nerve nerve schemin gang gang plottin bird bird riri wrist wrist work work work work yellow diamond piss piss twerk twerk twerk im booted nirvana mist im kurt purp purp talkin leave  hurt dirt run bro  murked murked lucky jean case wish worst wish worst true religion denim case wish worst wish worst   shawty wish worst case wish worst  wish,445,-0.2748917748917749
Feel It All Around,4V0x90QcMh4ZxwHzEWOdtK,Washed Out,['5juOkIIy18sFw9L30syt1Z'],0.737,0.0699,172.022,0.0582,0.000105,0.762,4,0.34,8,-4.681,0.499,1,"chillwave, indietronica, neo-synthpop",   feel thought love alright spite thing  work feel     feel thought love alright spite,62,0.5
New Theory,230SHXjjyWkT7Zorx6hsiy,Washed Out,['5juOkIIy18sFw9L30syt1Z'],0.865,0.147,100.511,0.0523,0.0505,0.189,4,0.549,7,-1.827,0.355,1,"chillwave, indietronica, neo-synthpop",swear im  youll lead path 2  youve   youre falling youre falling  earth dodododo dadadadada dodododo dadadadada 1 choice right chance swear im  youll lead path 2  youve   youre falling youre falling  earth dodododo,100,0.2857142857142857
Freewave 6,3ywyqlyMKRxPWintF1XjYz,LUCKI,['5tQMB0cuNXdCtzovGt55uD'],0.726,0.128,130.045,0.238,0.0051,0.0,4,0.85,1,-3.712,0.85,1,plugg,  dont roll ya  dome ho haha  dome ho dont   number freewave   im fucked   watch   dome ho  dome ho lucki buckshotz bougie  mean girl clueless  dome ho whatcha going bossy dash need stacy new vish  dome ho whatcha going wonderin fuckin  dome ho pill cupid whatcha going stupid  dome ho whatcha going trick kid worked lying old ho   fake flaw new   im dying cause fall  dome ho heart die switch  dome ho ima chase ho   repent  ha   ima chase ho repent   dome ho  dome ho   thats mirror saying  dome ho whatcha going spent  year chasing dragon man   slayed  dome ho whatcha going pop pop plan  little lady  dome ho whatcha going bestie  catch right gettin brainwashed lady  dome ho whatcha going plug wont meet   yep   scared  status   im hall fame stain im waiting plaque  dome ho  dome ho seductive    thats cute   guess love medusa   fucked love  dome ho  im xannin vision blurry  dome talkin boring tell mutherfucking story  dome ho whatcha going thats fake thats true  dome ho whatcha going dont  think,520,-0.10508658008658009
Lucki Eck$ Freewave 7,1pTt73wh4f24ybjATvCiwM,LUCKI,['5tQMB0cuNXdCtzovGt55uD'],0.66,0.365,140.075,0.122,0.0289,0.0,4,0.694,11,-6.907,0.749,0,plugg,swisha man sawbuck wood lookin haha fat aye little goofy   think tune haha look chain lot shiny thing im bandit dont    thats new opp dont   wave shes new thot time fuckin wave  crew drown easy money sold batch throw away think   plan  away jay cutler im sherman caught play think live played new yesterday freewave pay greet im bossy think   effort lost ho think  wave lost basic wont bag  raf team cash grab stab  stash dash testing trap shes lab rat k swisha dog  vick  mcnabb went commercial sauce campbell mcnabb taxin  dont  offer tryna run aint  walker shot left  rob  block  rob type hood  steal bike type type  realize lot shiny thing im bandit dont    thats new opp dont   wave shes new thot time fuckin wave  crew drown easy money sold batch throw away think   plan  away jay cutler im sherman caught play think live played new yesterday   lucki dj sawbuck freewave freewave freewave haha yall wish yall zooted right haha sawbuck thangs man thangs gangsta,496,0.1677895021645021
Baby Blue,6Ko6VLnveSju6IZiwONLTt,King Krule,['4wyNyxs74Ux8UIDopNjIai'],0.331,0.129,102.488,0.0359,0.613,0.00104,4,0.461,3,-11.03,0.0899,1,uk alternative pop,rust tongue girl couldve   painted sky blue  blue knew  blue  blue  blue 2 edging closer swing way girl ive chance   girl stay little  blue  blue  blue 3   shadow crossing path wont   blue   slave   slave   bobbing problem problem throbbing falling bawling,132,-0.01875
Easy Easy,3iZLtD344l5FYBmJTmEheF,King Krule,['4wyNyxs74Ux8UIDopNjIai'],0.408,0.108,146.61,0.036,0.838,1.04e-05,4,0.566,4,-8.972,0.235,1,uk alternative pop,beat   old car old street  easy come easy   im sure told  dough man im sure told deadend job eating away life feel little inside trouble strife spend evening searching  life think mate think youve sight  easy easy  need  tone  easy im telephone man leave   2 ow shouldve kept receipt cause sandwich bought week low tescos stealing money positivity  hard reach  head mouth shut cause youre going hell  going youre easy easy youre easy man leave  ,185,0.24921875000000004
Guillotine,3IrcvqIf3ZiBhf3xdsctRX,Death Grips,['5RADpgYLOuS2ZxDq7ggYYH'],0.64,0.148,78.464,0.287,0.0678,0.000387,4,0.561,11,-5.042,0.196,0,"experimental hip hop, industrial hip hop",    guillotine yuh 1 sit dark ponder im fit   fall floor fall yuh       yuh shadow barrage witch tongue cobra spit apocalyptic cult killer cauldron smoke stomp music seriously yuh        stop groove lick jaw clear lock relentless raw movement fit knock gspot body rock connected   come  stick head hole watch drop cold guillotine death sentence yuh yuh         guillotine yuh 2 hidden art beneath  fragmented figure speech tongue  beat cause jaw  yuh screen flashing red   head spinning exorcist planet orbit edge  axis whipping door far thats  said yuh tie chord kick chair youre dead yuh yuh         guillotine yuh guillotine yuh 3 head trick bucket body trick bag thrown  burn  bad   time disgusted stench rot drag yuh  broke street blood stained glass yuh choke nut till  yuh     serial number killing machine illest mean end built filthy sound youre experiencing yuh yuh           guillotine yuh guillotine yuh 4 tinted window bulletproof slip knot fixing rope noose grave stone grinder cold steel passion blind feel yuh   flow vein blow tunnel rattle chain fall yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh yuh,516,-0.22596153846153846
No Love,5fDj1YVNR04RtQNP4iYapO,Death Grips,['5RADpgYLOuS2ZxDq7ggYYH'],0.884,0.0662,146.75,0.366,0.0221,1.33e-06,3,0.547,8,-1.452,0.608,1,"experimental hip hop, industrial hip hop", insane set raging sea flame hook youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning thang youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning thang youre fit learn proper meaning 1  leanin hard youre ashamed  dismiss sick transmission huff brain exhale forget  knew man hip hulu rack snitch chalk cue corner pocket consume  hoe  hoe motherfuckin meal asking  motherfucker feel motherfucker feel slit choke flip boat dead float swollen corpse remorse navigated course course  scream ask bullshit matador grab floor whip cracked  whimper check phone   assassin roam music drift home choose life youre hook youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning thang youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning thang youre fit learn proper meaning   swallowed way   handle fell spiral staircase winding hell 2  quit  attitude thang im fit hurt  way  weight dark matter flu state consciousness blew straight wont beg love love strangler clutch sine wave deconstruct way way bangin makin lust lucid nut shake shake booyakah youre  crushed came crave touch flat busted  street cake cuppin  wasnt lion mane   tame head hunter fame switch lanin ripper slangin hit nuclear wind  smokin goldfish photo mat load clap clap  trust em  hook youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning thang youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning thang youre fit learn proper meaning beatdown madness chaos brain blood flow  blood flow mane business questioning,628,0.08341269841269841
